nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Pedro Miguel Castro,316.502.784-62,51,1972-06-27,"Colônia Raquel Oliveira, 74
Vila Barragem Santa Lúcia
68880-991 das Neves de da Cruz / RN",Maranhão,Brasil,8590.86,Ensino Superior,0,Solteiro,14,Comércio
Stephany da Cruz,752.639.480-00,34,1989-04-28,"Fazenda Camila Novaes, 30
Cinquentenário
37399122 Gonçalves / SC",Amapá,Brasil,4162.27,Ensino Médio,3,Solteiro,3,Saúde
Rafaela Cardoso,853.109.246-98,18,2005-10-06,"Condomínio Rezende, 6
Caiçara - Adelaide
60045-442 Dias do Oeste / CE",Mato Grosso do Sul,Brasil,4557.42,Ensino Médio,2,Divorciado,0,Comércio
Sophie Barros,615.204.398-06,63,1960-11-24,"Viaduto Sophie Nogueira, 87
Novo Tupi
26528-473 Nascimento da Mata / GO",Sergipe,Brasil,8395.68,Ensino Superior,0,Casado,31,Comércio
Marcelo Martins,486.320.597-00,20,2003-08-16,"Avenida Enzo Costa, 64
Gameleira
59292856 Fogaça do Sul / PA",Paraná,Brasil,5629.47,Ensino Médio,1,Casado,1,Indústria
Stephany Sales,542.761.839-28,21,2002-11-18,"Via de Nascimento, 36
Nova Cintra
97994498 Silveira de Rocha / BA",Pará,Brasil,6410.17,Ensino Médio,0,Casado,3,Indústria
Vitória Caldeira,713.685.902-68,79,1944-10-08,"Campo Farias, 49
Caiçara - Adelaide
10659611 Barbosa de Cunha / PA",Piauí,Brasil,4609.63,Ensino Médio,1,Casado,16,Educação
Luigi Cardoso,385.017.426-35,31,1992-10-14,"Largo de Viana, 99
Ribeiro De Abreu
63446377 Santos das Flores / ES",Ceará,Brasil,2858.06,Ensino Fundamental,3,Solteiro,5,Tecnologia
Calebe da Rosa,129.760.485-76,22,2001-10-28,"Estrada Nunes, 983
Jardim Vitoria
84480411 Ribeiro de Lima / ES",Rio Grande do Sul,Brasil,4336.68,Ensino Médio,1,Solteiro,0,Indústria
Dra. Eduarda Lima,625.497.318-91,65,1959-02-11,"Campo Marina Costela, 3
Aguas Claras
02180-463 Sales / AL",Ceará,Brasil,7795.33,Ensino Médio,0,Solteiro,1,Comércio
Davi Lucca Almeida,230.187.964-03,24,1999-07-11,"Largo Maitê Teixeira, 51
Parque São José
30539-721 da Rosa / PE",Mato Grosso,Brasil,7183.26,Ensino Superior,2,Casado,0,Saúde
Maria Sophia Oliveira,781.923.506-30,52,1971-05-09,"Praça de Nunes, 4
Vila Tirol
18471906 das Neves do Norte / DF",Sergipe,Brasil,11539.21,Ensino Médio,1,Solteiro,27,Comércio
Thales da Conceição,087.514.296-67,37,1986-04-29,"Vale Moura, 34
Corumbiara
82422164 Souza da Mata / CE",Distrito Federal,Brasil,3578.94,Ensino Médio,0,Casado,14,Comércio
Dr. Yuri Gonçalves,574.962.183-91,23,2001-01-23,"Área Esther Oliveira, 35
Nova Vista
21794-668 da Mata / TO",Amazonas,Brasil,11301.55,Pós-graduação,0,Casado,4,Tecnologia
Dr. Cauã Nascimento,840.526.197-49,43,1980-09-03,"Loteamento de Lima, 486
Colégio Batista
04657167 Freitas do Oeste / PB",Pernambuco,Brasil,14621.56,Pós-graduação,1,Casado,6,Comércio
Raquel Rezende,396.527.840-10,40,1983-09-03,"Feira Ferreira, 7
Nossa Senhora Da Aparecida
83447590 Santos da Mata / PI",Espírito Santo,Brasil,8943.72,Ensino Médio,0,Solteiro,15,Comércio
Joana Cavalcanti,830.647.521-62,18,2005-10-17,"Praia de Mendes, 62
Estrela
72677-790 Cardoso / RO",Rio de Janeiro,Brasil,3379.71,Ensino Fundamental,0,Solteiro,0,Comércio
Joaquim da Costa,325.498.716-00,30,1993-09-26,"Aeroporto Viana, 94
Olhos D'água
16697-847 Pinto Grande / MG",Pernambuco,Brasil,7044.22,Ensino Médio,1,Casado,9,Comércio
Henrique Alves,781.064.239-13,50,1973-07-28,"Núcleo Lavínia da Rosa
Vila Aeroporto
90344905 Caldeira de da Cunha / RS",Goiás,Brasil,2431.25,Ensino Fundamental,0,Casado,1,Saúde
Eduarda Aragão,634.209.751-80,56,1967-08-11,"Passarela de Campos, 38
São Tomaz
76688411 Cavalcanti / SC",Piauí,Brasil,16055.04,Pós-graduação,1,Casado,33,Saúde
Theo Novaes,364.980.512-05,29,1994-12-03,"Rua Gabriela Nascimento, 185
Vila Vista Alegre
64679217 Vieira / PB",Santa Catarina,Brasil,12823.21,Ensino Superior,3,Casado,10,Tecnologia
Srta. Bárbara Cardoso,235.719.064-70,65,1958-11-12,"Estrada Brenda Monteiro, 1
Jardim Leblon
18759-939 da Mata Verde / AP",Paraíba,Brasil,7668.86,Ensino Superior,0,Casado,33,Indústria
Isabel da Rocha,725.109.846-67,25,1998-12-28,"Praça Pinto, 23
Novo Das Industrias
85055-843 da Costa do Norte / MG",Minas Gerais,Brasil,3096.79,Ensino Médio,1,Casado,2,Comércio
Sr. Isaac Moreira,526.739.814-46,46,1977-12-19,"Praia Rocha, 5
Vila Canto Do Sabiá
87726-584 Cardoso de Rodrigues / AM",Sergipe,Brasil,17877.27,Ensino Superior,1,Divorciado,23,Tecnologia
Srta. Sarah Martins,619.407.285-76,46,1978-03-11,"Avenida Nascimento, 62
Vila São Paulo
21629-795 Viana do Norte / RN",Amazonas,Brasil,6958.11,Ensino Médio,3,Solteiro,12,Educação
Benício Teixeira,816.540.279-01,47,1976-08-27,"Setor Thales Moreira
Guaratã
29787-552 da Costa Alegre / AC",Alagoas,Brasil,6181.7,Ensino Médio,2,Casado,23,Saúde
Brenda Aragão,976.825.413-00,39,1984-06-10,"Viela Alexia Cardoso, 29
Vila Santo Antônio
99869-055 Santos / RR",Amazonas,Brasil,6191.66,Ensino Médio,1,Viúvo,1,Educação
Bárbara Santos,239.418.560-06,31,1993-03-06,"Travessa Luiza Ramos, 41
São Pedro
31615868 Barros / ES",Goiás,Brasil,9181.32,Ensino Médio,0,Divorciado,12,Tecnologia
Dr. Benício Oliveira,364.712.089-87,53,1970-06-10,"Feira Anthony Dias, 281
Bonsucesso
13698-467 Almeida / PA",Sergipe,Brasil,9347.17,Ensino Médio,0,Divorciado,15,Tecnologia
Isabel Porto,725.196.408-20,47,1976-11-10,"Vale Esther da Mata, 9
Conjunto Celso Machado
02170-825 Cavalcanti / CE",São Paulo,Brasil,4709.05,Ensino Médio,1,Casado,11,Indústria
Nathan Moura,473.165.209-06,31,1992-07-16,"Ladeira de da Luz, 91
Lourdes
78214-764 Moreira / RN",Minas Gerais,Brasil,6317.55,Ensino Superior,0,Solteiro,9,Tecnologia
Lorena Freitas,328.746.950-92,26,1998-01-25,"Rua de Pereira, 1
Jonas Veiga
23873614 da Paz / AC",Piauí,Brasil,9365.53,Ensino Superior,4,Casado,2,Indústria
Lara da Paz,485.397.061-48,48,1975-06-21,"Vale Pires, 51
Camponesa 1ª Seção
13102890 Dias / SE",Sergipe,Brasil,10701.87,Ensino Superior,1,Casado,16,Tecnologia
Ana Carolina Moreira,794.056.283-56,28,1995-05-07,"Trecho Miguel Pires, 733
Itatiaia
36404135 Silva da Praia / RO",Maranhão,Brasil,4655.06,Ensino Médio,1,Casado,3,Comércio
Emanuel da Paz,937.254.081-14,37,1986-12-20,"Via Igor Lopes, 18
Diamante
78872-395 Ramos / CE",Paraná,Brasil,3529.75,Ensino Médio,1,Casado,2,Saúde
Bianca Duarte,361.502.489-33,20,2003-06-15,"Ladeira Pires, 23
Comiteco
92084-312 Almeida de Minas / PB",Amapá,Brasil,1577.65,Ensino Fundamental,0,Casado,2,Educação
Luiz Otávio da Paz,413.650.928-60,34,1990-03-14,"Avenida Isabel Ramos, 65
Leticia
57821-456 Cunha / PI",Minas Gerais,Brasil,11255.37,Ensino Médio,2,Solteiro,16,Tecnologia
Maria Clara Monteiro,962.341.708-03,31,1993-02-20,"Vale Oliveira, 30
Vila Fumec
54808378 Cavalcanti / RS",Amazonas,Brasil,10630.62,Ensino Superior,0,Casado,8,Comércio
Dr. Luiz Felipe Barbosa,719.840.362-03,24,1999-05-01,"Sítio de Barros, 80
Renascença
93782067 Ramos de Goiás / PE",Goiás,Brasil,4046.64,Ensino Médio,0,Casado,4,Educação
Bianca Martins,625.349.018-42,57,1966-05-16,"Campo da Luz, 86
Lagoinha
72781-381 Aragão / SP",Maranhão,Brasil,10236.07,Ensino Médio,3,Divorciado,32,Saúde
Benício Farias,056.412.798-11,30,1994-03-21,"Morro Lopes, 764
Santa Lúcia
20765202 Costela de Lopes / AC",Roraima,Brasil,2087.78,Ensino Fundamental,0,Casado,0,Educação
Renan da Rocha,096.741.523-34,52,1972-02-03,"Núcleo Gabriel Cavalcanti, 420
Bela Vitoria
71937699 Barros Grande / MT",Rio Grande do Norte,Brasil,5300.92,Ensino Médio,4,Solteiro,7,Educação
Lívia Carvalho,830.546.197-10,19,2004-11-08,"Quadra de Moreira, 3
Monte São José
84911-154 da Costa Verde / PE",Alagoas,Brasil,2850.48,Ensino Fundamental,1,Casado,0,Tecnologia
Pietra Teixeira,987.361.502-40,54,1969-06-26,"Conjunto de Moura, 59
São Jorge 3ª Seção
15872903 Alves / RR",Maranhão,Brasil,16866.83,Ensino Superior,0,Solteiro,30,Comércio
Sr. Thomas Costa,493.870.256-83,39,1984-05-11,"Rua Costela, 218
Manacas
98552-248 Jesus de Goiás / CE",Maranhão,Brasil,7552.46,Ensino Médio,1,Casado,4,Indústria
Alícia Costa,063.249.857-92,23,2001-03-31,"Residencial Helena Cunha, 76
Mangabeiras
27716706 Farias de Mendes / DF",Espírito Santo,Brasil,3104.81,Ensino Médio,0,Casado,3,Comércio
Olivia Caldeira,324.865.910-60,47,1976-12-12,"Favela de Rodrigues, 43
Laranjeiras
61190502 Monteiro de da Mota / AP",Santa Catarina,Brasil,4280.54,Ensino Médio,0,Solteiro,12,Tecnologia
Sr. Nicolas Vieira,135.798.602-59,40,1983-09-15,"Loteamento de Monteiro
Mangueiras
74163068 Monteiro da Praia / PE",Rondônia,Brasil,4179.46,Ensino Fundamental,1,Casado,1,Tecnologia
Sophie Pires,406.289.735-00,32,1992-04-03,"Recanto de Costa, 4
Boa Esperança
24458574 da Cruz / PR",Rio Grande do Norte,Brasil,7044.61,Ensino Médio,0,Solteiro,2,Indústria
Sr. Arthur Lima,408.769.532-83,33,1991-02-10,"Residencial Eloah Moura, 30
Vila Mangueiras
05154084 Nogueira de Ribeiro / MS",Mato Grosso,Brasil,7076.26,Ensino Médio,2,Divorciado,4,Saúde
Miguel Peixoto,318.945.067-66,34,1989-12-13,"Sítio das Neves, 55
Concórdia
90633538 da Mota de Viana / AM",Tocantins,Brasil,2862.46,Ensino Fundamental,0,Solteiro,9,Indústria
Leandro Rezende,543.786.921-55,20,2004-04-08,"Área de Rodrigues, 7
Distrito Industrial Do Jatoba
78506492 Novaes / GO",Rio de Janeiro,Brasil,2250.39,Ensino Fundamental,0,Solteiro,2,Saúde
Noah Correia,681.475.329-46,23,2000-11-02,"Viaduto Nina Lima
Pongelupe
23391-854 Oliveira Alegre / AM",Pará,Brasil,4112.94,Ensino Fundamental,3,Casado,5,Saúde
Mariana Ribeiro,109.382.647-96,58,1965-07-23,"Rodovia Paulo da Paz, 74
Jaqueline
91295931 Barbosa / RR",Mato Grosso,Brasil,12102.74,Ensino Superior,1,Casado,16,Educação
Heloísa Vieira,351.968.247-82,31,1992-09-01,"Distrito de Barbosa, 82
Conjunto Lagoa
87595506 Azevedo da Serra / AP",Roraima,Brasil,4600.74,Ensino Médio,0,Casado,6,Educação
Sra. Marina Santos,361.284.095-98,43,1980-12-20,"Avenida de Lopes, 68
Acaiaca
84569-775 Azevedo do Sul / GO",Santa Catarina,Brasil,5410.0,Ensino Médio,1,Casado,0,Indústria
Ana Laura Castro,951.734.206-34,23,2000-04-18,"Estrada Teixeira, 60
Barão Homem De Melo 3ª Seção
79427-862 da Mata das Pedras / MS",Piauí,Brasil,2436.39,Ensino Fundamental,0,Casado,3,Educação
Heitor Gomes,916.438.750-00,24,2000-02-20,"Setor Stephany Novaes, 874
Maria Goretti
54605-844 Silveira / MS",Maranhão,Brasil,1688.33,Ensino Fundamental,1,Divorciado,2,Educação
Emanuella da Paz,893.517.026-77,18,2005-11-26,"Avenida da Costa, 244
Jardim América
60136693 Silveira das Flores / RS",Paraná,Brasil,4458.81,Ensino Superior,1,Casado,0,Educação
Gabrielly Rodrigues,529.836.714-37,48,1975-07-21,"Recanto Gustavo Alves, 15
Havaí
72007291 Ramos / ES",Goiás,Brasil,6116.88,Ensino Médio,0,Casado,24,Saúde
Kevin Correia,097.584.163-75,21,2003-04-11,"Jardim Alana Nascimento, 269
Chácara Leonina
97624692 Nascimento das Pedras / RS",Rondônia,Brasil,6802.31,Ensino Médio,0,Casado,1,Tecnologia
Maria Clara da Luz,986.372.104-22,48,1976-02-26,"Passarela Lucca Cavalcanti, 10
Vila Ouro Minas
84523-387 Cunha da Serra / PI",Acre,Brasil,3908.1,Ensino Médio,3,Divorciado,3,Comércio
Dr. Rafael Rodrigues,250.837.496-29,82,1941-07-04,"Quadra de Ribeiro, 8
São Cristóvão
79847-194 Pires do Oeste / RR",Paraná,Brasil,4372.02,Ensino Médio,1,Divorciado,5,Indústria
Dr. Juan Viana,019.873.264-31,54,1969-11-24,"Alameda Fogaça
Vila Aeroporto
92822-511 Rezende da Praia / BA",Pernambuco,Brasil,5877.38,Ensino Fundamental,0,Casado,20,Saúde
Valentina Pinto,810.537.692-02,39,1984-08-09,"Passarela de Carvalho, 38
Conjunto Paulo Vi
63069472 Freitas / MS",Distrito Federal,Brasil,3001.45,Ensino Fundamental,0,Casado,16,Indústria
Theo Barbosa,347.208.196-13,49,1974-04-21,"Vereda Fogaça, 54
Rio Branco
97957-424 Silva / ES",Acre,Brasil,17080.77,Ensino Superior,0,Viúvo,25,Saúde
Isaac Pereira,159.802.374-88,62,1962-01-17,"Conjunto Juliana Lopes, 62
Piratininga
08484-618 Lopes do Sul / PA",Bahia,Brasil,22723.87,Pós-graduação,1,Solteiro,25,Saúde
Lavínia da Costa,247.965.301-34,24,1999-09-24,"Rodovia de Teixeira, 6
Alípio De Melo
06784-963 Caldeira / ES",Minas Gerais,Brasil,4600.44,Ensino Médio,2,Casado,6,Educação
Pedro Lucas Silva,521.047.983-88,50,1973-09-07,"Favela de Jesus, 42
Marmiteiros
08364-953 Lopes / AP",Ceará,Brasil,5919.06,Ensino Fundamental,3,Casado,32,Tecnologia
Nathan da Costa,127.436.089-78,68,1956-01-12,"Chácara Ribeiro, 9
Dona Clara
12601195 Correia do Norte / AP",Acre,Brasil,8226.63,Ensino Médio,0,Solteiro,40,Saúde
Srta. Ana Julia Freitas,570.642.381-44,49,1974-11-07,"Núcleo Sabrina Cavalcanti, 258
Paraíso
37158728 Silveira do Norte / GO",Rio de Janeiro,Brasil,9879.24,Ensino Médio,3,Solteiro,2,Tecnologia
João Lucas Duarte,950.182.674-02,48,1976-03-02,"Fazenda Vitória Cardoso, 19
Conjunto Paulo Vi
68309-412 Gonçalves da Praia / MA",Santa Catarina,Brasil,11552.93,Ensino Médio,0,Divorciado,28,Saúde
Joana Barbosa,654.370.218-44,54,1969-09-16,"Passarela de Almeida, 1
Lorena
46093899 Fernandes de Araújo / MA",Paraná,Brasil,5273.75,Ensino Médio,2,Casado,2,Saúde
Pedro Lucas Cunha,416.837.520-07,22,2001-09-23,"Vereda Ramos, 72
Vitoria Da Conquista
74947-132 Mendes / MA",Rondônia,Brasil,7947.42,Ensino Superior,1,Casado,1,Saúde
Lavínia Moraes,269.487.130-50,53,1971-01-14,"Núcleo de Rodrigues, 58
Vila Novo São Lucas
73991694 Ribeiro do Campo / SC",Pernambuco,Brasil,10567.52,Ensino Superior,0,Casado,1,Saúde
Mirella da Conceição,924.016.837-04,25,1998-05-04,"Chácara de Peixoto
Jardim São José
18984-163 Pires de Goiás / GO",São Paulo,Brasil,3366.68,Ensino Médio,2,Casado,1,Saúde
Dra. Juliana Silveira,691.435.208-98,27,1996-07-04,"Parque de Azevedo, 31
Monte São José
58219-060 da Paz Verde / AM",Piauí,Brasil,2890.9,Ensino Médio,1,Casado,8,Indústria
Luana Ferreira,812.046.579-20,44,1979-08-05,"Viela Farias, 15
Santa Sofia
86015915 da Costa de Sales / RS",Goiás,Brasil,3328.35,Ensino Médio,0,Solteiro,8,Saúde
Sr. Rafael Costela,375.094.812-79,28,1995-11-10,"Vale Jesus, 392
Rio Branco
17517978 Farias de Silveira / RJ",Rondônia,Brasil,4141.99,Ensino Fundamental,4,Casado,3,Comércio
Paulo da Cunha,931.520.486-70,53,1970-11-22,"Área Clara Vieira, 27
Alpes
91907-407 Nogueira Grande / AM",Mato Grosso do Sul,Brasil,5328.74,Ensino Médio,1,Casado,30,Educação
Maria Fernanda Novaes,481.023.976-40,28,1995-06-28,"Campo Luigi das Neves, 51
São Gabriel
89890-988 Lima / SP",Distrito Federal,Brasil,7515.56,Ensino Médio,1,Solteiro,9,Tecnologia
Gabriel da Cunha,763.924.158-82,55,1968-08-23,"Distrito de Souza
Luxemburgo
43287-391 da Costa / RO",Alagoas,Brasil,3559.5,Ensino Fundamental,0,Casado,14,Educação
Sarah Cardoso,385.702.694-47,27,1996-10-30,"Rodovia Correia
Nova Suíça
82038632 Rocha / TO",Mato Grosso,Brasil,5290.65,Ensino Médio,0,Casado,8,Educação
Pietro Azevedo,892.471.603-40,24,2000-02-18,"Alameda Isabel Silva
Santa Rita
35761-419 Ferreira do Campo / RS",Espírito Santo,Brasil,11576.19,Ensino Superior,0,Casado,6,Saúde
Srta. Isadora Porto,038.976.421-31,41,1982-12-18,"Condomínio de Freitas, 80
Nova Cintra
99990-274 Caldeira / PR",Rondônia,Brasil,7211.05,Ensino Médio,1,Solteiro,1,Tecnologia
Ana Beatriz Monteiro,374.258.610-62,27,1996-08-17,"Vale de da Cruz, 69
Vila Do Pombal
65709967 Viana / AC",Piauí,Brasil,4641.33,Ensino Fundamental,0,Divorciado,8,Saúde
Maitê Nogueira,307.519.648-75,58,1965-12-10,"Loteamento de Costa, 59
Alípio De Melo
73823-192 Ribeiro / MG",Distrito Federal,Brasil,11024.1,Ensino Médio,0,Casado,25,Saúde
Felipe Oliveira,345.928.670-92,29,1995-02-27,"Estrada de Viana
Nova Suíça
52541898 da Cunha do Galho / AC",Amapá,Brasil,1622.01,Ensino Fundamental,0,Solteiro,1,Educação
Alana da Luz,524.371.896-37,21,2002-04-23,"Estrada Enrico Ramos, 30
Pousada Santo Antonio
22005899 Alves / TO",Paraíba,Brasil,4249.77,Ensino Superior,2,Casado,0,Educação
Emilly Cardoso,039.286.517-30,22,2002-02-09,"Feira de Peixoto
São Jorge 3ª Seção
77031743 Pinto / AC",Maranhão,Brasil,4717.64,Ensino Médio,2,Casado,2,Indústria
Alexia da Costa,795.240.183-14,37,1987-02-13,"Viaduto da Costa, 7
Santa Sofia
46157-549 da Conceição / AP",Roraima,Brasil,4854.06,Ensino Médio,1,Solteiro,1,Comércio
Emanuelly Sales,058.376.214-07,23,2000-04-26,"Morro Kaique Lima, 69
Estoril
13961126 Rocha / AM",Alagoas,Brasil,3346.05,Ensino Fundamental,4,Casado,2,Educação
Nicole da Mata,674.152.390-16,39,1984-08-15,"Recanto Lopes, 80
Vila Vista Alegre
75513914 Castro / AP",Distrito Federal,Brasil,8933.86,Ensino Médio,3,Divorciado,8,Tecnologia
Maria Julia Cunha,846.319.075-84,55,1968-06-11,"Feira Lorenzo da Mata, 71
Minas Brasil
81615-146 Nogueira de Martins / TO",Amazonas,Brasil,8467.03,Ensino Médio,1,Casado,16,Tecnologia
Emanuella da Luz,435.812.976-55,38,1985-12-07,"Viela de Silva, 77
Jardim Dos Comerciarios
62237586 Gomes da Mata / RR",Espírito Santo,Brasil,2572.05,Ensino Fundamental,0,Casado,13,Comércio
Lavínia Sales,076.821.593-59,49,1975-01-01,"Rua Pires, 533
Monsenhor Messias
76803-384 Nunes de Goiás / SC",Goiás,Brasil,5140.76,Ensino Médio,1,Casado,0,Comércio
Elisa Correia,374.258.690-47,46,1978-01-09,"Fazenda Moraes, 5
Alto Caiçaras
36500833 Novaes de Gonçalves / MA",Acre,Brasil,10092.79,Ensino Superior,5,Solteiro,22,Indústria
Caroline Gonçalves,612.839.457-46,58,1966-02-22,"Viela da Paz
Santa Monica
71515-428 Farias / AM",Tocantins,Brasil,6074.02,Ensino Médio,0,Solteiro,37,Educação
Lorenzo Sales,943.186.570-00,30,1993-08-19,"Setor Pinto, 547
Vila Ipiranga
67627853 Rodrigues / PR",Santa Catarina,Brasil,6463.25,Ensino Médio,1,Solteiro,0,Indústria
Francisco Ribeiro,450.673.819-57,57,1966-05-11,"Passarela Costela, 3
Diamante
75576547 Farias das Flores / MS",Bahia,Brasil,11597.37,Ensino Médio,2,Viúvo,31,Saúde
Eduardo Rezende,193.765.820-12,48,1975-05-11,"Esplanada Martins, 81
Boa Vista
64375-503 Lopes Alegre / MA",Amazonas,Brasil,9033.76,Ensino Médio,0,Solteiro,13,Indústria
Luana Correia,809.245.637-29,41,1982-05-22,"Setor João Lucas da Cunha
Mangabeiras
81310464 Azevedo / TO",Paraná,Brasil,4647.58,Ensino Médio,1,Solteiro,2,Educação
Sofia Santos,437.150.928-23,36,1987-11-18,"Chácara Caldeira, 61
Colégio Batista
10674259 Ramos / RJ",Pará,Brasil,3020.45,Ensino Fundamental,1,Divorciado,14,Indústria
Melissa Teixeira,346.951.780-01,39,1985-03-21,"Jardim Maria Fernanda Teixeira, 71
Vila Santa Rosa
93025029 Peixoto / MA",Tocantins,Brasil,5991.79,Ensino Fundamental,1,Casado,19,Indústria
Luiz Felipe Nascimento,718.450.962-58,73,1950-08-27,"Rua Lara Ferreira, 42
Solar Do Barreiro
83017419 Melo / PI",Rio Grande do Norte,Brasil,3273.41,Ensino Médio,1,Divorciado,18,Educação
Valentina Melo,543.602.179-43,42,1981-06-28,"Parque Breno Vieira, 61
Carlos Prates
23708193 Farias / RS",São Paulo,Brasil,10692.23,Ensino Superior,1,Casado,17,Comércio
Rodrigo Lima,915.342.078-05,64,1959-11-18,"Colônia de Almeida, 8
Itapoa
91158313 Teixeira / AM",Tocantins,Brasil,6614.18,Ensino Médio,0,Solteiro,24,Comércio
Valentina Correia,198.742.306-22,19,2005-01-13,"Jardim Sophie Costela, 60
São Francisco
33649-915 Oliveira das Pedras / BA",Distrito Federal,Brasil,3861.39,Ensino Médio,0,Casado,0,Indústria
Isis Pires,028.371.456-53,30,1994-03-09,"Recanto Maitê Fogaça, 78
Itatiaia
66872999 Araújo / MG",Mato Grosso,Brasil,8576.27,Ensino Superior,3,Casado,9,Comércio
João Gabriel Silva,803.526.147-90,27,1997-02-18,"Condomínio Moura, 284
Alto Das Antenas
49385-993 Santos do Galho / AC",Paraíba,Brasil,3161.43,Ensino Médio,0,Casado,5,Educação
Samuel Moreira,215.637.894-00,24,1999-12-28,"Ladeira de Alves
Cardoso
02712-978 Dias de Minas / RJ",Pará,Brasil,7933.51,Ensino Superior,0,Casado,0,Tecnologia
Isaac Melo,437.286.051-07,44,1979-07-13,"Ladeira de Nunes
Vale Do Jatoba
78009902 Gomes de Goiás / RO",Paraíba,Brasil,4506.34,Ensino Médio,1,Divorciado,16,Comércio
Rafaela Nascimento,293.460.851-42,25,1998-05-30,"Campo Moraes, 66
Jardim São José
79580-431 Pires da Prata / MA",Santa Catarina,Brasil,12669.21,Pós-graduação,5,Solteiro,4,Saúde
Ana Luiza Lopes,108.497.632-31,24,1999-10-24,"Vila João Felipe Azevedo, 49
Novo Ouro Preto
11280889 Costela do Amparo / AL",Roraima,Brasil,2908.89,Ensino Fundamental,1,Casado,6,Comércio
Dr. Antônio Santos,569.023.841-42,64,1959-11-09,"Travessa Dias, 4
Vila Mantiqueira
05530-842 Vieira / SE",Rondônia,Brasil,13497.12,Ensino Superior,1,Divorciado,38,Saúde
Emanuel das Neves,682.374.105-80,58,1965-05-11,"Avenida de Rocha, 37
Vila Real 2ª Seção
86157-018 Nunes / PA",Ceará,Brasil,10228.03,Ensino Médio,4,Casado,17,Tecnologia
Ana Beatriz Oliveira,692.738.105-86,82,1942-03-06,"Alameda de Ramos
Luxemburgo
08015-823 Caldeira / MS",Ceará,Brasil,6292.86,Ensino Fundamental,0,Solteiro,59,Tecnologia
Bianca Nascimento,364.712.059-61,37,1986-07-12,"Parque Ribeiro, 74
Estrela
91661005 Dias de Minas / AL",Acre,Brasil,5506.88,Ensino Fundamental,2,Divorciado,17,Comércio
Luana Souza,902.145.673-70,57,1966-11-12,"Via Duarte, 167
Vila Piratininga Venda Nova
05394940 Azevedo / AP",Mato Grosso do Sul,Brasil,5278.49,Ensino Médio,0,Solteiro,8,Educação
Pedro Lucas da Luz,016.257.894-67,29,1994-08-21,"Campo Laura Melo
Urca
11030805 Martins / DF",Bahia,Brasil,6294.38,Pós-graduação,3,Casado,5,Educação
Calebe Peixoto,864.209.537-74,23,2000-04-27,"Lago Gomes, 339
Santa Terezinha
33980-822 Silva / BA",Amazonas,Brasil,3252.11,Ensino Médio,0,Casado,4,Saúde
Alexandre Oliveira,586.271.430-80,62,1962-01-21,"Viaduto Fernanda Barros, 47
Minas Caixa
88433-913 Oliveira Alegre / MT",Paraíba,Brasil,6297.94,Ensino Médio,2,Casado,12,Indústria
Lorenzo da Cruz,679.380.152-02,43,1980-09-19,"Fazenda de da Cruz, 39
Vila Madre Gertrudes 4ª Seção
68369881 Melo do Oeste / BA",Amapá,Brasil,7872.74,Ensino Médio,0,Casado,15,Tecnologia
Sr. Heitor Ribeiro,958.203.417-32,27,1997-03-08,"Aeroporto Isabelly da Mata, 121
Tirol
73254-236 Moreira / CE",Rio Grande do Norte,Brasil,8061.9,Ensino Superior,0,Casado,2,Educação
Sarah Castro,975.864.013-57,46,1977-11-20,"Quadra Maria Julia Silveira, 619
São Benedito
76310327 Azevedo / PE",Minas Gerais,Brasil,5608.86,Ensino Fundamental,1,Casado,20,Comércio
